Participant_ID,Country,Age,Gender,Position_Level,Tenure_Years,Education,Industry,Org_Size_Category,Org_Size_Numeric,TC_Score,CMC_Score,EA_Score,ALO_Score,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,CMC1,CMC2,CMC3,CMC4,CMC5,CMC6,CMC7,CMC8,EA1,EA2,EA3,EA4,EA5,EA6,EA7,EA8,ALO1,ALO2,ALO3,ALO4,ALO5,ALO6,ALO7,ALO8,OI_Score,SA_Score,OL_Score,Overall_Success,OI1,OI2,OI3,OI4,SA1,SA2,SA3,SA4,OL1,OL2,OL3,OL4,PD_Score,UA_Score,Collectivism_Score,LTO_Score,PD1,PD2,PD3,UA1,UA2,UA3,IC1,IC2,IC3,LTO1,LTO2,LTO3,Survey_Date
JP_QUANT_123,Japan,56,Male,Senior Executive,5.8,Master,Technology,Large (> 500),1284,4.25,4.125,3.875,3.875,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.25,4.25,5.0,4.83,6.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.33,6.33,6.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,2025-11-21
JP_QUANT_124,Japan,33,Female,Team Leader,9.0,Master,Manufacturing,Medium (100-500),200,3.125,2.625,4.25,1.875,4.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.5,4.75,4.08,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,7.0,3.0,6.0,5.0,4.0,3.0,7.0,7.0,7.0,3.0,3.0,3.0,6.0,6.0,6.0,2025-11-01
JP_QUANT_125,Japan,49,Male,Team Leader,5.7,Bachelor,Other,Large (> 500),1882,4.0,4.0,3.125,2.75,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.75,4.75,5.25,4.92,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,3.67,5.67,6.67,5.33,3.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,5.0,2025-12-15
JP_QUANT_126,Japan,62,Female,Senior Executive,6.3,Master,Other,Medium (100-500),479,2.125,2.25,3.25,2.875,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.75,4.25,4.5,4.5,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.67,6.0,6.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,2025-10-18
JP_QUANT_127,Japan,36,Male,Senior Executive,8.0,Bachelor,Technology,Small (< 100),81,4.25,3.375,4.25,3.875,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,6.0,3.0,4.0,4.0,6.5,5.0,5.75,5.75,6.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,3.67,6.67,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,7.0,6.0,7.0,2025-12-13
JP_QUANT_128,Japan,40,Male,Team Leader,7.0,Bachelor,Manufacturing,Medium (100-500),320,3.25,2.875,3.875,2.875,3.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.25,4.0,4.5,4.25,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.33,7.0,4.67,7.0,5.0,4.0,4.0,7.0,7.0,7.0,5.0,5.0,4.0,7.0,7.0,7.0,2025-12-11
JP_QUANT_129,Japan,45,Female,Team Leader,2.8,Master,Technology,Large (> 500),1319,5.25,3.75,4.0,4.5,5.0,6.0,7.0,5.0,7.0,6.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,3.0,6.0,5.75,6.75,6.17,6.0,6.0,5.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,4.33,4.33,3.0,7.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,7.0,7.0,7.0,2025-12-03
JP_QUANT_130,Japan,40,Male,Department Head,13.0,Bachelor,Manufacturing,Medium (100-500),223,5.5,4.625,5.375,4.125,7.0,6.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,6.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,6.0,5.0,6.25,6.0,6.75,6.33,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,5.33,4.33,6.33,7.0,6.0,6.0,4.0,4.0,4.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,2025-11-02
JP_QUANT_131,Japan,32,Male,Department Head,8.0,Master,Manufacturing,Large (> 500),921,3.375,3.625,4.125,3.375,3.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.25,4.75,6.25,5.42,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,7.0,6.0,6.0,2.67,5.0,5.0,6.33,2.0,4.0,2.0,4.0,5.0,6.0,5.0,5.0,5.0,7.0,6.0,6.0,2025-10-21
JP_QUANT_132,Japan,45,Female,Department Head,10.7,Bachelor,Financial Services,Large (> 500),1754,4.625,3.125,3.625,3.75,4.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,6.0,5.0,5.25,5.42,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,3.67,5.67,4.0,5.33,3.0,4.0,4.0,5.0,7.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,2025-10-15
JP_QUANT_133,Japan,36,Female,Department Head,6.9,Master,Financial Services,Small (< 100),79,5.125,3.875,5.125,3.875,6.0,4.0,5.0,5.0,5.0,7.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.75,5.0,5.75,5.5,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,4.33,4.33,5.0,5.33,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,2025-12-20
JP_QUANT_134,Japan,48,Male,Department Head,5.2,Master,Healthcare,Small (< 100),92,4.375,4.125,4.375,3.375,5.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.5,4.25,5.25,5.0,5.0,6.0,5.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,3.0,4.67,4.67,6.67,3.0,3.0,3.0,6.0,4.0,4.0,4.0,5.0,5.0,7.0,6.0,7.0,2025-12-18
JP_QUANT_135,Japan,37,Male,Senior Executive,5.2,Bachelor,Technology,Medium (100-500),215,4.625,3.25,2.875,3.75,5.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.25,4.75,5.5,4.83,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,3.33,6.33,4.67,7.0,4.0,3.0,3.0,6.0,6.0,7.0,5.0,4.0,5.0,7.0,7.0,7.0,2025-10-03
JP_QUANT_136,Japan,57,Male,Team Leader,21.2,Master,Technology,Medium (100-500),290,3.375,2.625,3.875,4.125,2.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,6.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.25,4.0,5.25,4.5,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,4.33,6.67,2.67,4.67,5.0,4.0,4.0,7.0,7.0,6.0,2.0,3.0,3.0,5.0,5.0,4.0,2025-11-24
JP_QUANT_137,Japan,38,Male,Team Leader,13.8,Bachelor,Financial Services,Large (> 500),1267,4.375,3.375,3.375,3.25,6.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,3.0,5.25,3.75,6.25,5.08,5.0,5.0,6.0,5.0,3.0,4.0,4.0,4.0,6.0,6.0,7.0,6.0,4.0,5.0,3.67,6.33,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,7.0,6.0,6.0,2025-10-30
JP_QUANT_138,Japan,42,Male,Department Head,4.5,PhD,Financial Services,Large (> 500),982,3.375,3.5,3.625,4.25,3.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.25,5.0,4.75,5.0,6.0,4.0,5.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,4.67,5.33,5.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,6.0,6.0,6.0,2025-09-02
JP_QUANT_139,Japan,51,Male,Senior Executive,9.8,Bachelor,Financial Services,Medium (100-500),106,4.25,2.5,5.5,3.625,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,7.0,5.75,7.0,6.58,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,3.0,5.0,4.67,5.33,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,2025-09-13
JP_QUANT_140,Japan,34,Male,Department Head,7.0,Bachelor,Other,Small (< 100),56,5.5,3.875,4.75,4.75,7.0,7.0,6.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0,7.0,5.0,4.0,5.0,5.0,5.75,6.0,6.75,6.17,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,5.67,6.0,6.33,4.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,3.0,4.0,2025-11-05
JP_QUANT_141,Japan,46,Male,Department Head,11.9,Bachelor,Manufacturing,Large (> 500),591,4.5,4.125,4.0,2.75,6.0,5.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,4.75,5.5,5.08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,3.67,5.33,4.33,5.67,4.0,4.0,3.0,6.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,6.0,2025-10-27
JP_QUANT_142,Japan,55,Male,Team Leader,11.7,PhD,Healthcare,Medium (100-500),113,5.125,5.125,5.125,5.375,4.0,5.0,5.0,6.0,6.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,7.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,4.0,5.75,5.5,6.75,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,7.0,6.0,7.0,7.0,5.0,6.67,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,2025-10-13
JP_QUANT_143,Japan,31,Male,Department Head,7.0,Master,Retail,Large (> 500),954,4.125,2.5,3.25,2.625,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,5.0,4.5,5.0,4.83,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.33,6.0,4.33,4.33,3.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,2025-10-15
JP_QUANT_144,Japan,46,Male,Department Head,4.5,Master,Financial Services,Medium (100-500),328,4.875,3.75,5.5,3.875,6.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,6.0,5.0,4.0,6.0,5.0,7.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,5.0,6.0,5.67,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.33,5.33,4.67,6.67,4.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,7.0,6.0,7.0,2025-10-01
JP_QUANT_145,Japan,46,Male,Team Leader,9.4,Bachelor,Technology,Large (> 500),1097,5.0,4.625,4.75,4.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,3.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,6.0,5.25,7.0,6.08,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,6.67,7.0,5.33,6.33,7.0,6.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,6.0,6.0,7.0,2025-09-10
JP_QUANT_146,Japan,51,Male,Team Leader,2.0,Master,Retail,Small (< 100),34,4.625,4.25,5.625,3.75,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,6.0,6.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,6.25,5.0,6.75,6.0,6.0,6.0,6.0,7.0,4.0,6.0,5.0,5.0,7.0,7.0,7.0,6.0,3.67,7.0,4.33,5.67,3.0,3.0,5.0,7.0,7.0,7.0,4.0,5.0,4.0,6.0,5.0,6.0,2025-09-23
JP_QUANT_147,Japan,34,Male,Department Head,2.4,Bachelor,Healthcare,Medium (100-500),282,4.625,3.75,3.875,3.625,5.0,4.0,5.0,5.0,4.0,6.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,6.25,5.0,6.0,5.75,6.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,3.67,4.33,6.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,6.0,6.0,6.0,4.0,4.0,4.0,2025-11-25
JP_QUANT_148,Japan,33,Female,Team Leader,9.0,Master,Other,Medium (100-500),485,5.375,3.5,4.75,3.25,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,6.0,4.0,5.0,6.0,4.0,3.0,5.0,4.0,2.0,3.0,5.0,3.0,2.0,5.0,2.0,6.0,5.75,6.25,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,2.67,3.67,7.0,6.0,3.0,2.0,3.0,4.0,4.0,3.0,7.0,7.0,7.0,6.0,6.0,6.0,2025-12-20
JP_QUANT_149,Japan,49,Male,Department Head,4.0,Bachelor,Financial Services,Medium (100-500),161,5.25,5.125,5.5,5.25,6.0,5.0,5.0,4.0,5.0,7.0,5.0,5.0,6.0,7.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,5.0,4.0,4.0,6.25,6.75,6.5,6.5,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,4.33,5.33,4.0,7.0,4.0,5.0,4.0,6.0,5.0,5.0,4.0,4.0,4.0,7.0,7.0,7.0,2025-09-29
JP_QUANT_150,Japan,47,Male,Team Leader,4.5,Bachelor,Financial Services,Small (< 100),50,4.625,3.625,4.0,3.125,4.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.75,4.75,5.5,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,4.33,6.67,5.67,5.33,5.0,4.0,4.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,2025-12-06
JP_QUANT_151,Japan,46,Male,Department Head,8.9,Bachelor,Retail,Large (> 500),745,4.25,3.375,3.5,3.5,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.75,5.0,5.0,5.25,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.33,4.33,4.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,4.0,5.0,4.0,2025-10-01
JP_QUANT_152,Japan,47,Male,Team Leader,12.5,Master,Other,Large (> 500),1241,3.625,4.625,4.5,3.125,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.75,5.5,5.08,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,6.33,5.67,6.67,6.0,5.0,4.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,2025-11-17
JP_QUANT_153,Japan,39,Male,Senior Executive,3.4,Master,Manufacturing,Small (< 100),50,5.25,4.375,3.5,3.875,6.0,6.0,5.0,4.0,5.0,4.0,5.0,7.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,6.25,6.25,6.75,6.42,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,4.67,5.0,5.33,6.33,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,7.0,7.0,5.0,2025-11-13
JP_QUANT_154,Japan,46,Male,Department Head,2.0,Bachelor,Retail,Small (< 100),39,4.875,4.125,4.75,3.25,6.0,5.0,6.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,6.25,5.25,6.0,5.83,6.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,4.67,3.0,4.0,4.33,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,2025-09-18
JP_QUANT_155,Japan,47,Male,Department Head,4.4,Master,Technology,Small (< 100),87,4.125,4.625,4.625,5.25,4.0,5.0,5.0,2.0,4.0,4.0,3.0,6.0,4.0,5.0,4.0,5.0,3.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,5.0,6.0,5.0,5.25,6.25,6.5,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,4.0,3.67,6.67,7.0,7.0,7.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,7.0,7.0,2025-09-11
JP_QUANT_156,Japan,38,Male,Senior Executive,14.0,Master,Technology,Medium (100-500),475,4.25,6.125,3.625,4.375,4.0,6.0,5.0,5.0,2.0,4.0,4.0,4.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,6.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,6.0,5.0,6.25,5.75,6.25,6.08,6.0,7.0,6.0,6.0,6.0,5.0,5.0,7.0,6.0,7.0,6.0,6.0,4.67,6.33,6.33,5.0,5.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,2025-12-12
JP_QUANT_157,Japan,60,Male,Department Head,10.7,Master,Manufacturing,Medium (100-500),488,3.5,3.0,3.25,2.5,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,4.5,3.83,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,2.67,7.0,4.0,6.0,2.0,3.0,3.0,7.0,7.0,7.0,4.0,4.0,4.0,6.0,6.0,6.0,2025-10-17
JP_QUANT_158,Japan,48,Female,Team Leader,15.8,Bachelor,Technology,Medium (100-500),164,4.625,4.125,4.5,3.25,4.0,6.0,6.0,6.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.5,4.75,5.0,5.08,5.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.67,3.0,6.0,6.67,1.0,2.0,2.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,7.0,7.0,2025-09-03
JP_QUANT_159,Japan,35,Male,Department Head,3.0,Bachelor,Other,Small (< 100),42,3.25,3.625,3.625,3.25,4.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.75,4.75,5.0,4.83,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.67,7.0,5.33,5.33,3.0,4.0,4.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,6.0,2025-09-02
JP_QUANT_160,Japan,50,Male,Department Head,2.0,Master,Manufacturing,Medium (100-500),312,4.5,3.5,4.5,4.25,4.0,5.0,5.0,3.0,5.0,6.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,6.0,4.0,6.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,6.25,5.75,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.67,5.0,7.0,4.0,6.0,5.0,7.0,7.0,6.0,5.0,6.0,4.0,7.0,7.0,7.0,2025-10-24
JP_QUANT_161,Japan,36,Male,Senior Executive,11.3,Bachelor,Manufacturing,Medium (100-500),341,4.125,4.5,3.625,3.375,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.75,5.25,6.25,5.75,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,3.0,5.0,3.67,7.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,7.0,7.0,7.0,2025-11-11
JP_QUANT_162,Japan,51,Female,Department Head,10.1,Bachelor,Other,Medium (100-500),312,4.5,3.25,4.25,3.625,4.0,5.0,5.0,4.0,4.0,5.0,6.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,5.0,2.0,6.0,4.5,5.25,5.25,6.0,6.0,6.0,6.0,4.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,5.0,6.0,4.33,2.0,4.0,3.0,5.0,5.0,5.0,5.0,6.0,7.0,4.0,5.0,4.0,2025-10-01
JP_QUANT_163,Japan,54,Male,Team Leader,10.5,Master,Manufacturing,Large (> 500),837,2.75,2.25,3.5,3.0,1.0,4.0,4.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.5,2.5,4.0,3.33,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.67,7.0,6.67,7.0,5.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,2025-09-08
